Quadrant	Longitude	Latitude	Name	Bogennummer	Sprache
30/54	9,516116	55,018423	FELDSTEDTHOLZ (FELDSTEDSKOV)	47040	12
31/54	9,795126627	55,03833167	HAGENBERG (HAVNBJERG)	47048	12
32/54	9,95740645	54,99982393	HELLWITT (HELVED)	47052	12
28/56	8,920728696	55,33493948	KAMPTRUP (KAMTRUP)	47057	12
29/56	9,168502491	55,35949285	GRￃﾖNNEBECK/GRￃﾖNNEBEK (GRￃﾘNNEBￃﾆK)	47066	12
30/56	9,48625759	55,35407691	TYRSTRUP	47073	12
27/56	8,729862087	55,27702586	HVIDDING (HVIDING)	47078	12
31/55	9,736882154	55,26116264	AARￃﾖ (ￃﾅRￃﾘ)	47114	12
15/18	6,28765	48,84421	AJONCOURT	30173	2
16/18	6,52822	48,85692	VAXY	30197	2
17/18	6,76052	48,90408	BÉNESTROFF	30214	2
15/17	6,38006	48,78541	ATTILLONCOURT	30225	2
16/17	6,61154	48,73082	BEZANGE-LA-PETITE	30248	2
17/17	6,77637	48,71915	MAIZIÈRES-LÈS-VIC	30254	2
17/16	6,91076	48,63657	RICHEVAL	30268	2
14/21	5,97103	49,33213	LOMMERANGE	30285	2
15/20	6,20224	49,19621	ARGANCY	30314	2
14/20	6,00787	49,14362	VERNÉVILLE	30325	2
14/19	6,05919	49,05769	ANCY-SUR-MOSELLE	30351	2
15/19	6,24468	49,02219	ORNY	30361	2
16/19	6,49979	49,06073	HÉMILLY	30374	2
18/15	7,12545	48,41631	CHAMPENAY	30379	2
18/14	7,15659	48,22955	LA PETITE LIÈPVRE	30410	2
17/10	7,02173	47,61844	MONTREUX-VIEUX	30421	2
15/28	6,06612	50,46354	XHOFFRAIX	30429	2
15/27	6,03804	50,36692	PONT	30436	2
69/60	21,07962408	55,84375068	KARKELBECK	30058	3
70/57	21,2729905	55,42494126	KINTEN	30068	3
71/57	21,4902456	55,40111475	RUDIENEN	30078	3
72/57	21,67228414	55,34273628	KOLLESCHEN (KOLLETZISCHKEN)	30083	3
47/34	14,38651	51,77896	MERZDORF	56471	41
47/32	14,34896	51,45954	BURG	56504	41
48/32	14,59961	51,43156	NOCHTEN	56507	41
47/31	14,39933	51,26694	LUPPA	56520	41
46/34	14,14214	51,79233	BABOW	56462	41
58/47	17,54304	53,92928	WIDNO	56694	42
61/52	18,41611	54,67532	ZELISTRZEWO	56784	42
62/52	18,66991	54,70078	JASTARNIA	56785	42
59/50	17,84592	54,38352	ZALAKOWO	56799	42
60/50	18,12832	54,38914	SIANOWSKA HUTA	56805	42
61/50	18,42676	54,38561	REBIECHOWO	56814	42
59/48	17,80747	54,01566	PIECHOWICE	56846	42
62/47	18,65095	53,88833	ROMBARK	53478	43
59/46	17,77836	53,75347	RYTEL	53489	43
60/46	18,10726	53,72949	LUBOCIEN	53514	43
62/46	18,63721	53,69049	KAMIONKA	53521	43
58/45	17,49165	53,55472	ORZELEK	53535	43
61/45	18,29663804	53,55149243	SZYROSLAW	53538	43
76/48	22,57431	53,82313	PISANICA	53545	43
60/44	18,00748	53,38695	GLINKI	53567	43
61/44	18,31673	53,36374	GRUCZNO	53571	43
57/43	17,14892	53,26601	SLAWIANOWO	53581	43
60/43	18,05929	53,22009	ZOLEDOWO	53602	43
64/43	19,16442	53,20455	WROCKI	53616	43
56/42	16,89221	53,08392	MORZEWO	53620	43
75/48	22,27109	53,82399	BARTOSZE	53656	43
67/46	19,99213	53,63328	KRAPLEWO	53663	43
65/44	19,47926	53,3276	POKRZYDOWO	53708	43
66/44	19,71791	53,32423	BOLESZYN	53710	43
66/43	19,68084	53,14481	NOWY SWIAT	53721	43
58/41	17,47356	52,90932	WAPNO	53745	43
60/41	18,00234	52,89311	MAMLICZ	53756	43
61/41	18,26318	52,9027	ROJEWO	53760	43
57/40	17,13936	52,75633	WIATROWO	53771	43
59/40	17,6972	52,72785	GALEZEWO	53819	43
61/40	18,31349	52,73521	LOJEWO	53822	43
58/39	17,44677	52,58929	BIELAWY	53834	43
56/39	16,83532	52,56051	CHLUDOWO	53859	43
59/39	17,67598	52,57559	STRZYZEWO KOSCIELNE	53872	43
60/39	17,96534	52,54677	KAMIENIEC	53877	43
55/38	16,59324	52,43719	CERADZ KOSCIELNY	55537	43
56/38	16,88	52,403	POZNAN	55565	43
57/38	17,11813	52,41285	LOWECIN	55569	43
59/38	17,65991	52,40215	MIERZEWO	55586	43
52/37	15,8101	52,27722	DABROWKA WIELKOPOLSKA	55592	43
55/37	16,60408	52,28573	SLUPIA	55593	43
60/38	17,88044	52,32828	BABIN	55621	43
58/37	17,36139	52,24153	TADEUSZOWO	55635	43
59/37	17,68415	52,22356	GORAZDOWO	55646	43
55/36	16,61914	52,09235	SIERAKOWO	55656	43
56/36	16,81772	52,06227	TUREW	55688	43
59/36	17,62736	52,03984	LUDWINOW	55701	43
54/35	16,28142	51,98109	RADOMIERZ	55702	43
59/35	17,64215	51,92005	KOTLIN	55720	43
56/35	16,79436	51,88773	GORZNO	55725	43
57/35	17,05431	51,90163	DRZECZEWO PIERWSZE	55729	43
58/35	17,36793	51,90906	RUSKO	55733	43
60/35	17,85588	51,88653	BRZEZIE	55741	43
61/32	18,10139	51,3868	TORZENIEC	55782	43
61/31	18,06885	51,20637	KUZNICA SLUPSKA	55794	43
58/34	17,31529	51,7324	KUKLINOW	55803	43
57/33	17,08218	51,59417	POMOCNO	55828	43
59/33	17,58583	51,5657	UCIECHOW	55848	43
60/33	17,92164	51,55224	PRZYGODZICZKI	55855	43
61/33	18,04699	51,53341	KALISZKOWICE KALISKIE	55859	43
60/31	17,80403	51,21979	TREBACZOW	55878	43
60/30	17,80851	51,06298	GREBOSZOW	55894	43
62/30	18,38935	51,00086	PAWLOWICE GORZOWSKIE	55900	43
57/34	17,06516	51,73379	SKORASZEWICE	55940	43
60/34	17,8966	51,70592	KWIATKOW	55947	43
64/26	18,78526	50,32584	ZABRZE	55991	43
61/25	18,04524	50,20858	RADOSZOWY	56013	43
62/25	18,27638	50,20217	BUDZISKA	56022	43
63/25	18,51191	50,20525	STANICA	56027	43
65/25	19,04306	50,19824	MURCKI	56041	43
60/26	17,76634	50,37607	WILKOW	56053	43
61/26	18,02325	50,36364	DOBIESZOWICE	56069	43
62/26	18,34976	50,38946	UJAZD	56077	43
63/26	18,5558	50,35722	RZECZYCE	56086	43
62/28	18,31741	50,66349	STANISZCZE MALE	56167	43
60/27	17,83188	50,55344	LIGOTA PROSZKOWSKA	56190	43
63/27	18,57348	50,52749	RADONIA	56205	43
61/28	18,07259	50,72574	KOTORZ WIELKI	56237	43
63/28	18,58137	50,69387	PAWONKOW	56247	43
64/28	18,83471	50,67195	CIESZOWA	56252	43
60/29	17,82362	50,92223	ZIELINIEC	56257	43
61/29	18,0897	50,87385	DEBINIEC	56269	43
62/29	18,3158	50,86772	WEDRYNIA	56274	43
65/24	19,0662	49,99828	FRYDEK	56338	43
64/23	18,66	49,90408	PIELGRZYMOWICE	56349	43
62/24	18,25989	50,04361	NIEBOCZOWY	56375	43
63/24	18,56258	50,01651	SWIERKLANY DOLNE	56381	43
61/30	18,04948	50,99707	GIERALCICE	56539	43
63/29	18,56045	50,85131	BORKI WIELKIE	56549	43
61/27	18,07557	50,54011	KAMIEN SLASKI	56576	43
62/27	18,29968	50,51423	STRZELCE OPOLSKIE	56580	43
64/27	18,80172	50,47734	TARNOWSKIE GￃﾓRY	56600	43
64/25	18,7983	50,18401	BUJAKￃﾓW	56650	43
64/24	18,78393	50,0313	SUSZEC	56681	43
63/44	18,83753	53,33806	MGOWO	56761	43
65/45	19,49045	53,4854	LEKARTY	56850	43
67/45	19,98614	53,43694	LEWALD WIELKI	56861	43
68/45	20,29071	53,43762	JANUSZKOWO	56870	43
69/45	20,59207	53,45024	ZIMNA WODA	56877	43
70/45	20,83185	53,4207	ROKLAS	56884	43
71/45	21,12035	53,42009	LIPOWIEC	56897	43
72/45	21,32044	53,45332	ZAWOJKI	56903	43
68/44	20,29671	53,34205	SLAWKA MALA	56916	43
70/44	20,84437	53,31031	BARANOWO	56953	43
71/44	20,98589	53,32212	MACICE	56956	43
68/43	20,25602	53,18509	NARZYM	56963	43
69/44	20,42681	53,22997	NAPIERKI	56966	43
68/46	20,31984	53,58524	MIERKI	56975	43
69/46	20,58209	53,60556	BUTRYNY	56979	43
71/46	21,13746	53,59248	JERUTKI	56994	43
70/46	20,83519	53,56063	NOWY DWOR	57047	43
72/46	21,35955	53,52863	WYSOKI GRAD	57066	43
73/46	21,76283	53,55771	POGOBIE SREDNIE	57070	43
74/46	21,91026329	53,50318415	LIPNICKEN (LIPNIKI)	57074	43
69/47	20,60013	53,75132	KLEBARK WIELKI	-57081	43
71/47	21,1372	53,75962	RYBNO	57106	43
70/47	20,88192	53,7337	SAPLATY	57168	43
72/47	21,42952	53,68669	KRUTYN	57181	43
73/47	21,77921	53,71354	ZDORY	57183	43
74/47	22,0058	53,66487	RUDA	57186	43
75/47	22,28693	53,67443	DYBOWO	57191	43
76/47	22,49675	53,7134	DLUGOSZE	57203	43
73/49	21,8137	54,03961	SULIMY	57219	43
72/48	21,49608	53,91673	WEJDYKI	57232	43
76/49	22,60346	53,982	WILKASY	57258	43
70/48	20,90833	53,9079	CZERWONKA	57275	43
73/48	21,79348	53,85397	ZASTRUZNE	57298	43
74/48	22,09887	53,8515	SKOMACK WIELKI	57304	43
77/49	22,76799	53,90479	KILE	57318	43
77/48	22,76888	53,86728	PRAWDZISKA	57321	43
56/37	16,84976	52,24437	MOSINA	57340	43
57/37	17,09825271	52,23176989	BNIN	57348	43
57/36	17,09679	52,05779	BINKOWO	57379	43
58/36	17,35772	52,04946	KOLNICZKI	57381	43
59/41	17,76	52,88	JANUSZKOWO	57394	43
56/40	16,85605	52,74058	DABROWKA LUDOMSKA	57406	43
60/40	17,96099	52,68519	WIECANOWO	57407	43
57/41	17,15526	52,9214	ZON	53549	43
66/25	19,21844	50,17418	MYSLOWICE	53561	43
54/26	16,21773	50,43484	Słone	55528	44
61/23	17,97151324	49,93284964	GROß HOSCHÜTZ (VELKE HOSTICE)	56290	44
62/23	18,22959398	49,8566231	ELLGOTH-HULTSCHIN (OSTRAVA-LHOTKA)	56344	44
47/2	14,38642	46,4715	ZELL-PFARRE	44317	45
56/7	16,43539	47,26288	SCHACHENDORF	43859	46
